player_id,player,team,position,nineties,completed_passes,attempted_passes,completion_pct
349cae8f,Michael Amir Murillo,Panama,"DF,MF",3.0,,,
555d5edd,Nadiem Amiri,Germany,MF,0.5,,,
9f65be73,Amir Al Ammari,Iraq,MF,2.7,,,
f487314f,Azizbek Amonov,Uzbekistan,FW,0.2,,,
6597f8b6,Mohamed Amoura,Algeria,"FW,MF",0.3,,,
5a2cb25d,Sofyan Amrabat,Morocco,MF,1.6,,,
fd0affe3,Abdulelah Al-Amri,Saudi Arabia,DF,2.7,,,
10c12f22,Youssef Amyn,Iraq,MF,0.3,,,
de31038e,Elliot Anderson,England,MF,7.0,,,
6ea23758,Andrés Andrade Cedeño,Panama,DF,3.0,,,
3724baa1,Fredrik André Bjørkan,Norway,DF,0.5,,,
a9b9d89c,Nilson Angulo,Ecuador,MF,2.4,,,
5e66fa06,Waldemar Anton,Germany,"DF,MF",0.6,,,
6011e63a,Jeremy Antonisse,Curaçao,"FW,MF",0.8,,,
a5db0bec,Houssem Aouar,Algeria,MF,1.9,,,
e8933eb0,Oswin Appollis,South Africa,"MF,FW",2.8,,,
32878a09,Yazan Al-Arab,Jordan,DF,3.0,,,
f9ab3f4a,Maxi Araújo,Uruguay,"FW,MF",2.8,,,
0fa11d7d,Tomás Araújo,Portugal,DF,1.0,,,
c692cef2,Telmo Arcanjo,Cabo Verde,MF,0.6,,,
10411db2,Álex Arce,Paraguay,FW,0.6,,,
5e837126,Carlens Arcus,Haiti,"MF,DF",1.6,,,
668f881e,Max Arfsten,USA,MF,0.0,,,
86d96066,Jhon Arias,Colombia,MF,4.2,,,
fdd60087,Santiago Arias,Colombia,DF,1.0,,,
00459419,Marko Arnautović,Austria,FW,1.6,,,
4bb65492,Benjamin Asare,Ghana,GK,2.5,,,
31b7d437,Emam Ashour,Egypt,MF,4.0,,,
a0ecd397,Rustam Ashurmatov,Uzbekistan,DF,2.8,,,
a12402c3,Lawrence Ati-Zigi,Ghana,GK,1.5,,,
1ea3d7ec,Marwan Attia,Egypt,MF,4.8,,,
f0677ed7,Fredrik Aursnes,Norway,"MF,DF",3.4,,,
b6781b67,Gabriel Ávalos,Paraguay,FW,1.6,,,
f173303a,Yasin Ayari,Sweden,MF,3.8,,,
a7b98226,Oğuz Aydın,Türkiye,DF,1.0,,,
da052c14,Jordan Ayew,Ghana,FW,3.3,,,
2200181e,Kaan Ayhan,Türkiye,"DF,MF",0.0,,,
17e1261b,Neil El Aynaoui,Morocco,MF,6.2,,,
3a46ac67,Ali Azaizeh,Jordan,MF,0.6,,,
aaf1bf05,Juninho Bacuna,Curaçao,MF,2.8,,,
9dc69d38,Leandro Bacuna,Curaçao,MF,3.0,,,
518f2234,Álex Baena,Spain,"MF,FW",5.3,,,
dff24174,Esmir Bajraktarevic,Bosnia–Herz,MF,2.6,,,
0af4dcf0,Cédric Bakambu,Congo DR,FW,2.1,,,
3626f7d9,Fabián Balbuena,Paraguay,DF,0.0,,,
31822f8c,Folarin Balogun,USA,FW,3.5,,,
be47b750,Simon Banza,Congo DR,"FW,MF",0.4,,,
b39849eb,Yoel Bárcenas,Panama,MF,2.8,,,
b9f282ec,Valentín Barco,Argentina,"DF,MF",0.2,,,
a0d55a09,Bradley Barcola,France,MF,4.3,,,
5d9cff53,Abdülkerim Bardakcı,Türkiye,DF,2.9,,,
9b0a0d51,Ivan Bašić,Bosnia–Herz,MF,2.0,,,
3bf9e631,Ahmed Basil,Iraq,GK,1.5,,,
d1eda5f0,Martin Baturina,Croatia,"MF,FW",3.6,,,
2f2003ba,Ibrahim Bayesh,Iraq,"MF,FW",2.6,,,
e59c9d0d,Samed Baždar,Bosnia–Herz,FW,0.3,,,
da59a197,Riechedly Bazoer,Curaçao,DF,1.0,,,
3cc64624,Patrick Beach,Australia,GK,4.3,,,
b6867b96,Aziz Behich,Australia,MF,2.4,,,
5db45ee5,Maximilian Beier,Germany,"FW,MF",0.3,,,
6ca0b04a,Alireza Beiranvand,IR Iran,GK,3.0,,,
b2562589,Zineddine Belaïd,Algeria,DF,0.3,,,
0abcb968,Rafik Belghali,Algeria,DF,3.7,,,
7825847e,Joe Bell,New Zealand,MF,2.7,,,
10f0fdd3,Jean-Ricner Bellegarde,Haiti,MF,2.9,,,
57d88cf9,Jude Bellingham,England,MF,6.8,,,
1798891a,Mortadha Ben Ouanes,Tunisia,"DF,MF",0.3,,,
9ade9ce1,Anis Ben Slimane,Tunisia,"MF,FW",2.7,,,
dcae580c,Oussama Benbot,Algeria,GK,1.0,,,
cd25f2b3,Nadhir Benbouali,Algeria,FW,0.5,,,
eae26fce,Gilson Benchimol,Cabo Verde,FW,0.9,,,
378825c7,Ramy Bensebaini,Algeria,DF,4.0,,,
3189f61a,Nabil Bentaleb,Algeria,MF,3.2,,,
3b8674e6,Rodrigo Bentancur,Uruguay,MF,3.0,,,
e4114f5d,Patrick Berg,Norway,MF,4.9,,,
d0b6129f,Sander Berge,Norway,MF,5.3,,,
a109e5c8,Lucas Bergvall,Sweden,MF,2.0,,,
f33ee427,Sebastian Berhalter,USA,MF,2.1,,,
dea1d183,Alexander Bernhardsson,Sweden,MF,2.4,,,
3575e5eb,Tyler Bindon,New Zealand,DF,1.1,,,
c2b11050,César Blackman,Panama,"MF,DF",2.0,,,
ad7d6437,Damián Bobadilla,Paraguay,MF,2.1,,,
eed2427e,Oscar Bobb,Norway,FW,2.5,,,
c2f23fc8,Moïse Bombito,Canada,DF,2.1,,,
0da6a13e,Theo Bongonda,Congo DR,"FW,MF",0.4,,,
64629ba4,Ange-Yoan Bonny,Côte d'Ivoire,FW,2.6,,,
8070a9fd,Jordy Bos,Australia,"MF,DF",3.4,,,
8006228f,Ayyoub Bouaddi,Morocco,MF,4.2,,,
f9d5908e,Hicham Boudaoui,Algeria,MF,1.4,,,
a38f33fd,Karim Boudiaf,Qatar,MF,1.1,,,
12f7f264,Adil Boulbina,Algeria,FW,0.2,,,
f6798fc3,Yassine Bounou,Morocco,GK,6.3,,,
7dc1c2c6,Nawaf Boushal,Saudi Arabia,DF,1.0,,,
6bfa0d3a,Michael Boxall,New Zealand,DF,2.3,,,
fcaa2400,Sultan Al-Brake,Qatar,DF,1.6,,,
2b5527c4,Joshua Brenet,Curaçao,DF,2.0,,,
4c184730,Brian Brobbey,Netherlands,FW,2.5,,,
edd81e2a,Dylan Bronn,Tunisia,DF,0.5,,,
abc79c47,Nathaniel Brown,Germany,DF,3.1,,,
3aca6420,Tajon Buchanan,Canada,MF,4.2,,,
8f3565b3,Ante Budimir,Croatia,FW,1.7,,,
ac717a23,Firas Al-Buraikan,Saudi Arabia,FW,2.6,,,
da61ca98,Cameron Burgess,Australia,DF,1.5,,,
b2d31e83,Dan Burn,England,DF,0.4,,,
0dabaf14,Dženis Burnić,Bosnia–Herz,MF,0.2,,,
90a38ca7,Gustavo Caballero,Paraguay,"FW,MF",1.1,,,
e34e086c,Jovane Cabral,Cabo Verde,FW,1.5,,,
dd86e8e4,Liberato Cacace,New Zealand,DF,2.4,,,
db887bdf,Juan Cáceres,Paraguay,DF,4.8,,,
7091c68e,Sebastián Cáceres,Uruguay,DF,3.0,,,
7fcb27d8,Jordy Caicedo,Ecuador,FW,0.2,,,
16264a81,Moisés Caicedo,Ecuador,MF,4.0,,,
f63a8347,Uğurcan Çakır,Türkiye,GK,3.0,,,
cd0fa27b,Hakan Çalhanoğlu,Türkiye,MF,2.0,,,
19c2ffa4,Lamine Camara,Senegal,MF,2.8,,,
8d5ceef2,Jaminton Campaz,Colombia,"FW,MF",0.8,,,
d2800f47,İrfan Can Kahveci,Türkiye,MF,0.0,,,
97d24b73,José Canale,Paraguay,DF,1.8,,,
bd6351cd,João Cancelo,Portugal,DF,3.5,,,
4f5a2f38,Agustín Canobbio,Uruguay,FW,2.5,,,
4d224fe8,Casemiro,Brazil,MF,4.2,,,
481f76cf,Josué Casimir,Haiti,MF,2.0,,,
197640fd,Timothy Castagne,Belgium,DF,5.3,,,
c393c3d9,Kevin Castaño,Colombia,MF,0.2,,,
03fee7de,Jens Castrop,Korea Republic,MF,0.5,,,
31a62dc7,Zeki Çelik,Türkiye,DF,1.8,,,
bb4a41bc,Lukáš Červ,Czechia,MF,1.8,,,
357103bd,Fares Chaïbi,Algeria,MF,4.0,,,
5515376c,Trevoh Chalobah,England,"DF,MF",0.0,,,
ded82b9a,Štěpán Chaloupek,Czechia,DF,1.0,,,
9627f87b,Mouhib Chamakh,Tunisia,GK,1.0,,,
7fa8ef98,Firas Chaouat,Tunisia,FW,0.5,,,
e50949ea,Luis Chávez,Mexico,MF,0.3,,,
f82246a1,Mateo Chávez,Mexico,DF,0.9,,,
4b6ab1da,Samir Chergui,Algeria,DF,0.2,,,
b34c63a5,Rayan Cherki,France,MF,1.4,,,
017459bb,Mathieu Choinière,Canada,MF,0.6,,,
2696b6a9,Tahith Chong,Curaçao,MF,2.7,,,
163bbd4a,Tomáš Chorý,Czechia,FW,0.3,,,
26ce2263,Ryan Christie,Scotland,MF,1.1,,,
b2f9c73e,Carney Chukwuemeka,Austria,MF,0.9,,,
01a08323,Mojmír Chytil,Czechia,FW,0.1,,,
e4787d6f,Brian Cipenga,Congo DR,"MF,FW",1.6,,,
1223765c,Alessandro Circati,Australia,DF,4.3,,,
9a0408b6,Pathé Ciss,Senegal,DF,2.0,,,
c9d96dc1,Livano Comenencia,Curaçao,MF,2.6,,,
15937e17,Eray Cömert,Switzerland,DF,0.3,,,
5ef3d210,Francisco Conceição,Portugal,MF,1.4,,,
9f381d8b,Jhon Córdoba,Colombia,FW,1.1,,,
bec98750,José Córdoba,Panama,DF,3.0,,,
577744b8,Derek Cornelius,Canada,DF,3.5,,,
93fffbcf,Diogo Costa,Portugal,GK,5.0,,,
909222de,Nuno da Costa,Cabo Verde,FW,1.8,,,
76c2a023,Samu Costa,Portugal,MF,0.2,,,
fdf3cb77,Vladimír Coufal,Czechia,"MF,DF",3.0,,,
1840e36d,Thibaut Courtois,Belgium,GK,6.1,,,
ea42e480,Maxime Crépeau,Canada,GK,5.0,,,
fdf47077,Max Crocombe,New Zealand,GK,3.0,,,
cc7888f3,Pau Cubarsí,Spain,DF,8.3,,,
9b40a6ea,Andrés Cubas,Paraguay,MF,5.3,,,
71b47ab9,Cucho,Colombia,"FW,MF",0.6,,,
1daec722,Marc Cucurella,Spain,DF,8.3,,,
dc62b55d,Matheus Cunha,Brazil,FW,3.2,,,
e2a68b89,Findlay Curtis,Scotland,MF,0.1,,,
8bf49030,Aymen Dahmen,Tunisia,GK,2.0,,,
d9565625,Diogo Dalot,Portugal,"DF,MF",0.7,,,
94b2001f,Danilo,Brazil,DF,4.5,,,
6e33125f,Kevin Danso,Austria,DF,2.7,,,
3eb0f2df,Vladimír Darida,Czechia,MF,0.6,,,
ce50fd99,Jonathan David,Canada,FW,4.7,,,
dbe19468,Promise David,Canada,FW,0.9,,,
d781d855,Alphonso Davies,Canada,"DF,FW",0.2,,,
2ffb0739,Erick Davis,Panama,DF,0.0,,,
7709e4a6,Nasser Al-Dawsari,Saudi Arabia,MF,2.3,,,
60ee859c,Salem Al-Dawsari,Saudi Arabia,MF,2.7,,,
e645c3fc,Mohammad Al-Dawud,Jordan,"FW,MF",0.0,,,
e46012d4,Kevin De Bruyne,Belgium,MF,4.2,,,
d494882e,Maxim De Cuyper,Belgium,DF,4.9,,,
45c427ff,Luc De Fougerolles,Canada,DF,4.1,,,
2ef7c612,Charles De Ketelaere,Belgium,"FW,MF",3.9,,,
8fda5c72,Nicolás De La Cruz,Uruguay,MF,1.0,,,
162efffd,Rodrigo De Paul,Argentina,MF,5.5,,,
bc6e544a,Amar Dedić,Bosnia–Herz,DF,3.0,,,
f7059bb1,Louicius Deedson,Haiti,MF,1.2,,,
b737f944,Hannes Delcroix,Haiti,DF,3.0,,,
b19db005,Ousmane Dembélé,France,MF,6.6,,,
e3cceee6,Merih Demiral,Türkiye,DF,2.0,,,
ed79b7d3,Ermedin Demirović,Bosnia–Herz,FW,3.9,,,
5976f83e,Sergiño Dest,USA,MF,3.3,,,
0102aa7e,Frans Dhia Putros,Iraq,DF,1.0,,,
44435c8f,Oumar Diakité,Côte d'Ivoire,FW,0.3,,,
9dc96f10,Amad Diallo,Côte d'Ivoire,"MF,FW",2.1,,,
8ae7d0ec,Assane Diao,Senegal,MF,0.1,,,
6d0fe035,Habib Diarra,Senegal,MF,1.6,,,
31c69ef1,Rúben Dias,Portugal,DF,4.0,,,
8104e41e,Krépin Diatta,Senegal,DF,4.3,,,
f41a69e6,Mory Diaw,Senegal,GK,2.6,,,
407feb71,Brahim Díaz,Morocco,MF,5.1,,,
f2a276d1,Ismael Díaz,Panama,"FW,MF",0.4,,,
4a1a9578,Luis Díaz,Colombia,"FW,MF",5.3,,,
40774c6b,Bamba Dieng,Senegal,FW,0.1,,,
1b84dbe1,Lucas Digne,France,DF,5.1,,,
d2e33ba2,Diney,Cabo Verde,DF,4.3,,,
394be156,Ousmane Diomande,Côte d'Ivoire,DF,1.0,,,
919f5f54,Yan Diomandé,Côte d'Ivoire,"MF,FW",3.7,,,
a712ca2b,Issa Diop,Morocco,DF,5.3,,,
bd5eb2e5,El Hadji Malick Diouf,Senegal,DF,1.9,,,
d01bbb6f,Ritsu Doan,Japan,MF,3.1,,,
fffea3e5,Jeremy Doku,Belgium,MF,3.4,,,
fdf4cfe5,Merchas Doski,Iraq,DF,3.0,,,
e95b4604,David Douděra,Czechia,MF,1.0,,,
9e7483ff,Désiré Doué,France,MF,4.4,,,
b4ef3fb5,Guéla Doué,Côte d'Ivoire,DF,3.1,,,
6af8fc5b,Deroy Duarte,Cabo Verde,MF,2.9,,,
4af3d3c8,Laros Duarte,Cabo Verde,MF,1.8,,,
481c9ece,Denzel Dumfries,Netherlands,"DF,MF",4.3,,,
0cbc8baa,Jean-Kevin Duverne,Haiti,DF,1.9,,,
cd92357a,Lyndon Dykes,Scotland,"FW,MF",0.4,,,
3bb7f478,Edin Džeko,Bosnia–Herz,FW,2.0,,,
130368de,Roshon van Eijma,Curaçao,DF,0.2,,,
2fba6108,Anthony Elanga,Sweden,"MF,FW",2.4,,,
5d51b074,Meschak Elia,Congo DR,"FW,MF",0.5,,,
9d6968a3,Callan Elliot,New Zealand,DF,0.1,,,
8eeb8ba4,Eren Elmalı,Türkiye,DF,1.2,,,
48035304,Nico Elvedi,Switzerland,DF,6.7,,,
0b4f388a,Breel Embolo,Switzerland,FW,5.6,,,
9cfbad36,Julio Enciso,Paraguay,FW,4.3,,,
a2728fbf,Endrick,Brazil,FW,1.3,,,
bd6667ba,Sherzod Esanov,Uzbekistan,MF,0.0,,,
4991ec66,Fidel Escobar,Panama,DF,1.0,,,
d38fdf53,Pervis Estupiñán,Ecuador,MF,1.0,,,
59059f1e,Derrick Etienne,Haiti,"FW,MF",0.1,,,
577efaec,Stephen Eustáquio,Canada,MF,4.4,,,
9edb83f4,Martin Expérience,Haiti,"DF,MF",3.0,,,
314d95ac,Saeid Ezatolahi,IR Iran,MF,2.9,,,
ae4fc6a4,Eberechi Eze,England,MF,2.3,,,
7f3b388c,Fabinho,Brazil,"DF,MF",0.8,,,
682e47b3,José Fajardo,Panama,FW,1.7,,,
30591ae5,Odeh Al-Fakhouri,Jordan,"MF,FW",1.6,,,
57fe6b9b,Henrik Falchener,Norway,DF,0.7,,,
e046cff6,Marko Farji,Iraq,MF,0.6,,,
0aeeed3f,Christian Fassnacht,Switzerland,"FW,MF",0.1,,,
bceda5ff,Abdul Fatawu Issahaku,Ghana,"FW,MF",1.5,,,
f2369793,Ahmed Fathy,Qatar,MF,1.7,,,
c8ef4955,Hamdy Fathy,Egypt,"DF,MF",2.6,,,
de13286d,Ahmed Fatouh,Egypt,DF,3.0,,,
ef1d36a1,Abbosbek Fayzullayev,Uzbekistan,MF,2.4,,,
8aafd64f,João Félix,Portugal,MF,2.2,,,
ee64a822,Lewis Ferguson,Scotland,MF,3.0,,,
507c7bdf,Bruno Fernandes,Portugal,MF,4.7,,,
5ff4ab71,Enzo Fernández,Argentina,MF,7.3,,,
0cdb6a2a,Matias Fernandez-Pardo,Belgium,"FW,MF",0.5,,,
c705cdc4,Álvaro Fidalgo,Mexico,MF,1.1,,,
5ad49fbb,Sherel Floranus,Curaçao,DF,3.0,,,
5313ed43,Seko Fofana,Côte d'Ivoire,MF,1.0,,,
9d420dad,Yahia Fofana,Côte d'Ivoire,GK,4.0,,,
21932982,Deveron Fonville,Curaçao,DF,2.7,,,
ddcc9e22,Yassin Fortuné,Haiti,"FW,MF",0.1,,,
f84a807c,Lyle Foster,South Africa,FW,0.6,,,
c76b161b,Alan Franco,Ecuador,DF,2.8,,,
754f150b,Alex Freeman,USA,DF,4.2,,,
2f49476c,Matt Freese,USA,GK,4.0,,,
98d2c2c4,Remo Freuler,Switzerland,MF,6.6,,,
f86ad3f5,Marco Friedl,Austria,DF,0.3,,,
bf7a9d1a,Juriën Gaari,Curaçao,DF,1.8,,,
af9ef8aa,Jassem Gaber,Qatar,MF,1.7,,,
1971591f,Cody Gakpo,Netherlands,FW,4.1,,,
8e97a57b,Matías Galarza,Paraguay,MF,4.3,,,
89c136f6,Hernán Galíndez,Ecuador,GK,4.0,,,
d0846b6c,Jesús Gallardo,Mexico,DF,4.1,,,
efcf04d2,Ahmed Al-Ganehi,Qatar,FW,0.4,,,
733f1a7d,Ben Gannon-Doak,Scotland,MF,2.1,,,
2bed3eab,Eric García,Spain,"DF,MF",0.2,,,
19cae58d,Gavi,Spain,FW,0.8,,,
cd494a8d,Jason Geria,Australia,DF,0.7,,,
c16843c7,Khalid Al Ghannam,Saudi Arabia,MF,0.0,,,
5b3cfa12,Ismaël Gharbi,Tunisia,MF,1.4,,,
b6c90b4b,Mehdi Ghayedi,IR Iran,FW,0.5,,,
14aac43e,Farés Ghedjemis,Algeria,"FW,MF",0.0,,,
f7b1d4e0,Saman Ghoddos,IR Iran,MF,2.3,,,
4a078e18,Mohammad Ghorbani,IR Iran,MF,1.0,,,
18c8c3c7,Lee Gi-hyuk,Korea Republic,DF,3.0,,,
d0a0858e,Armin Gigovic,Bosnia–Herz,MF,0.9,,,
0d425331,Orlando Gill,Paraguay,GK,5.3,,,
37337aea,Santiago Giménez,Mexico,FW,1.0,,,
2d496ca3,Aníbal Godoy,Panama,MF,0.0,,,
76a82373,Andrés Gómez,Colombia,MF,0.0,,,
916728da,Diego Gómez,Paraguay,MF,3.4,,,
d5ce52a5,Gustavo Gómez,Paraguay,DF,5.3,,,
1278bc9a,Armando González,Mexico,FW,0.2,,,
2374aaca,Nicolás González,Argentina,MF,2.9,,,
2bd83368,Anthony Gordon,England,MF,4.4,,,
cc86b9a3,Leon Goretzka,Germany,MF,1.1,,,
52d1a4c6,Kenji Gorré,Curaçao,"FW,MF",0.2,,,
82a2ca86,Keisuke Gotō,Japan,FW,0.1,,,
aad56ca3,Amine Gouiri,Algeria,FW,2.8,,,
b8e740fb,Ryan Gravenberch,Netherlands,MF,3.8,,,
8e235926,Michael Gregoritsch,Austria,FW,2.1,,,
ffbbc83b,Florian Grillitsch,Austria,"DF,MF",1.0,,,
8aec0537,Pascal Groß,Germany,"DF,MF",0.2,,,
d5d22a58,Gabriel Gudmundsson,Sweden,"MF,DF",3.7,,,
ccfa8e5e,Cho Gue-sung,Korea Republic,FW,0.3,,,
d0706b27,Marc Guéhi,England,DF,7.4,,,
b73f17f8,Evann Guessand,Côte d'Ivoire,"FW,MF",0.2,,,
72c812f3,Idrissa Gueye,Senegal,MF,4.0,,,
7155e3e1,Pape Gueye,Senegal,MF,2.6,,,
82518f62,Bruno Guimarães,Brazil,MF,4.6,,,
f0fb443e,Deniz Gül,Türkiye,FW,0.4,,,
3741ca58,Arda Güler,Türkiye,MF,3.0,,,
e082af5b,Angus Gunn,Scotland,GK,3.0,,,
d56b9520,Malo Gusto,France,DF,1.3,,,
d88f31db,Brian Gutiérrez,Mexico,MF,2.2,,,
56f6d192,Jorge Gutiérrez,Panama,DF,1.0,,,
5ad50391,Joško Gvardiol,Croatia,DF,1.5,,,
4d5a9185,Viktor Gyökeres,Sweden,FW,4.0,,,
0c492054,Aziz Gʻaniyev,Uzbekistan,MF,1.4,,,
1f44ac21,Erling Haaland,Norway,FW,5.2,,,
85660a5d,Ihsan Haddad,Jordan,DF,2.9,,,
7bc7eef2,Anis Hadj Moussa,Algeria,MF,1.1,,,
576817b7,Jaouen Hadjam,Algeria,DF,1.2,,,
e8213ed3,Amir Hadžiahmetović,Bosnia–Herz,MF,0.1,,,
82cfae2a,Dennis Hadžikadunić,Bosnia–Herz,DF,0.3,,,
d2debf23,Karim Hafez,Egypt,DF,1.9,,,
b060e3b8,Ehsan Hajsafi,IR Iran,DF,1.0,,,
e42d61c7,Achraf Hakimi,Morocco,DF,6.3,,,
e17c2cec,Redouane Halhal,Morocco,DF,2.0,,,
8450467d,Ali Al Hamadi,Iraq,FW,2.0,,,
cc4b5436,Abdullah Al-Hamdan,Saudi Arabia,FW,0.8,,,
2a5e8f82,Mohamed Amine Ben Hamida,Tunisia,DF,2.2,,,
03f63e77,Odiljon Hamrobekov,Uzbekistan,MF,0.9,,,
071f2dd3,Lee Han-beom,Korea Republic,DF,3.0,,,
e9254eec,Grant Hanley,Scotland,DF,2.0,,,
70bad10b,Sontje Hansen,Curaçao,FW,0.5,,,
9bcf1513,Mohamed Hany,Egypt,DF,5.3,,,
1d88554c,Moteb Al-Harbi,Saudi Arabia,DF,2.1,,,
3a9b682b,Saleh Hardani,IR Iran,DF,1.0,,,
3f18600c,Carlos Harvey,Panama,MF,3.0,,,
f8416e89,Akam Hashim,Iraq,DF,3.0,,,
e0979e74,Haissem Hassan,Egypt,MF,1.4,,,
87351c2e,Jalal Hassan,Iraq,GK,1.5,,,
c5065ef8,Abdulaziz Hatem,Qatar,MF,0.5,,,
bde35051,Jorrel Hato,Netherlands,DF,0.4,,,
fed7cb61,Kai Havertz,Germany,FW,3.9,,,
41bd6c64,Hassan Al-Haydos,Qatar,MF,0.6,,,
4fd08daa,Jan Paul van Hecke,Netherlands,DF,4.3,,,
169fd162,Hwang Hee-chan,Korea Republic,FW,1.2,,,
834fea76,Torbjørn Heggem,Norway,DF,4.9,,,
6d258576,Alaa Al Hejji,Saudi Arabia,MF,0.4,,,
e5a76dfe,Dean Henderson,England,GK,1.0,,,
935e6b8f,Jordan Henderson,England,MF,0.1,,,
ffed43e3,Jack Hendry,Scotland,DF,3.0,,,
8059806f,Luiz Henrique,Brazil,"FW,MF",0.3,,,
d4c9725f,Theo Hernández,France,DF,2.9,,,
6f808c85,Lucas Herrington,Australia,DF,2.3,,,
92e7e919,Son Heung-min,Korea Republic,FW,1.9,,,
1780bb4a,Aaron Hickey,Scotland,DF,0.8,,,
12806697,Isak Hien,Sweden,DF,2.4,,,
0c7a48f8,Piero Hincapié,Ecuador,DF,3.8,,,
5521f419,Adam Hložek,Czechia,FW,1.7,,,
e03c2d97,Tomáš Holeš,Czechia,DF,1.7,,,
47270f0c,Amirhossein Hosseinzadeh,IR Iran,FW,0.2,,,
95d5aea2,Robin Hranáč,Czechia,DF,3.0,,,
1f2d714c,Ajdin Hrustic,Australia,MF,0.9,,,
de2f44ce,César Huerta,Mexico,"FW,MF",0.1,,,
c164fda2,Al-Hashmi Al-Hussain,Qatar,MF,0.4,,,
8b574de7,Ayman Hussein,Iraq,FW,1.3,,,
d25422fb,Oh Hyeon-gyu,Korea Republic,FW,1.4,,,
f4cda99f,Yang Hyun-jun,Korea Republic,"FW,MF",0.2,,,
82efe6fa,Roger Ibanez,Brazil,DF,0.5,,,
0b89ad1b,Yasser Ibrahim,Egypt,DF,5.2,,,
75645f0e,Borja Iglesias,Spain,FW,0.0,,,
92fa5d28,Hwang In-beom,Korea Republic,MF,2.9,,,
62709ee4,Christ Inao Oulaï,Côte d'Ivoire,MF,2.3,,,
6fa3c28e,Zidane Iqbal,Iraq,MF,2.1,,,
