player_id,player,team,position,nineties,completed_passes,attempted_passes,completion_pct
b39849eb,Yoel Bárcenas,Panama,MF,2.8,,,
a0d55a09,Bradley Barcola,France,MF,4.3,,,
5d9cff53,Abdülkerim Bardakcı,Türkiye,DF,2.9,,,
9b0a0d51,Ivan Bašić,Bosnia–Herz,MF,2.0,,,
da59a197,Riechedly Bazoer,Curaçao,DF,1.0,,,
b6867b96,Aziz Behich,Australia,MF,2.4,,,
b2562589,Zineddine Belaïd,Algeria,DF,0.3,,,
0abcb968,Rafik Belghali,Algeria,DF,3.7,,,
7825847e,Joe Bell,New Zealand,MF,2.7,,,
10f0fdd3,Jean-Ricner Bellegarde,Haiti,MF,2.9,,,
57d88cf9,Jude Bellingham,England,MF,6.8,,,
378825c7,Ramy Bensebaini,Algeria,DF,4.0,,,
3189f61a,Nabil Bentaleb,Algeria,MF,3.2,,,
3b8674e6,Rodrigo Bentancur,Uruguay,MF,3.0,,,
e4114f5d,Patrick Berg,Norway,MF,4.9,,,
d0b6129f,Sander Berge,Norway,MF,5.3,,,
a109e5c8,Lucas Bergvall,Sweden,MF,2.0,,,
f33ee427,Sebastian Berhalter,USA,MF,2.1,,,
dea1d183,Alexander Bernhardsson,Sweden,MF,2.4,,,
3575e5eb,Tyler Bindon,New Zealand,DF,1.1,,,
ad7d6437,Damián Bobadilla,Paraguay,MF,2.1,,,
c2f23fc8,Moïse Bombito,Canada,DF,2.1,,,
8006228f,Ayyoub Bouaddi,Morocco,MF,4.2,,,
f9d5908e,Hicham Boudaoui,Algeria,MF,1.4,,,
a38f33fd,Karim Boudiaf,Qatar,MF,1.1,,,
7dc1c2c6,Nawaf Boushal,Saudi Arabia,DF,1.0,,,
6bfa0d3a,Michael Boxall,New Zealand,DF,2.3,,,
fcaa2400,Sultan Al-Brake,Qatar,DF,1.6,,,
2b5527c4,Joshua Brenet,Curaçao,DF,2.0,,,
edd81e2a,Dylan Bronn,Tunisia,DF,0.5,,,
abc79c47,Nathaniel Brown,Germany,DF,3.1,,,
3aca6420,Tajon Buchanan,Canada,MF,4.2,,,
da61ca98,Cameron Burgess,Australia,DF,1.5,,,
b2d31e83,Dan Burn,England,DF,0.4,,,
0dabaf14,Dženis Burnić,Bosnia–Herz,MF,0.2,,,
dd86e8e4,Liberato Cacace,New Zealand,DF,2.4,,,
db887bdf,Juan Cáceres,Paraguay,DF,4.8,,,
7091c68e,Sebastián Cáceres,Uruguay,DF,3.0,,,
16264a81,Moisés Caicedo,Ecuador,MF,4.0,,,
cd0fa27b,Hakan Çalhanoğlu,Türkiye,MF,2.0,,,
19c2ffa4,Lamine Camara,Senegal,MF,2.8,,,
97d24b73,José Canale,Paraguay,DF,1.8,,,
bd6351cd,João Cancelo,Portugal,DF,3.5,,,
4d224fe8,Casemiro,Brazil,MF,4.2,,,
481f76cf,Josué Casimir,Haiti,MF,2.0,,,
197640fd,Timothy Castagne,Belgium,DF,5.3,,,
c393c3d9,Kevin Castaño,Colombia,MF,0.2,,,
03fee7de,Jens Castrop,Korea Republic,MF,0.5,,,
31a62dc7,Zeki Çelik,Türkiye,DF,1.8,,,
bb4a41bc,Lukáš Červ,Czechia,MF,1.8,,,
357103bd,Fares Chaïbi,Algeria,MF,4.0,,,
ded82b9a,Štěpán Chaloupek,Czechia,DF,1.0,,,
e50949ea,Luis Chávez,Mexico,MF,0.3,,,
f82246a1,Mateo Chávez,Mexico,DF,0.9,,,
4b6ab1da,Samir Chergui,Algeria,DF,0.2,,,
b34c63a5,Rayan Cherki,France,MF,1.4,,,
017459bb,Mathieu Choinière,Canada,MF,0.6,,,
2696b6a9,Tahith Chong,Curaçao,MF,2.7,,,
26ce2263,Ryan Christie,Scotland,MF,1.1,,,
b2f9c73e,Carney Chukwuemeka,Austria,MF,0.9,,,
1223765c,Alessandro Circati,Australia,DF,4.3,,,
9a0408b6,Pathé Ciss,Senegal,DF,2.0,,,
c9d96dc1,Livano Comenencia,Curaçao,MF,2.6,,,
15937e17,Eray Cömert,Switzerland,DF,0.3,,,
5ef3d210,Francisco Conceição,Portugal,MF,1.4,,,
bec98750,José Córdoba,Panama,DF,3.0,,,
577744b8,Derek Cornelius,Canada,DF,3.5,,,
76c2a023,Samu Costa,Portugal,MF,0.2,,,
cc7888f3,Pau Cubarsí,Spain,DF,8.3,,,
9b40a6ea,Andrés Cubas,Paraguay,MF,5.3,,,
1daec722,Marc Cucurella,Spain,DF,8.3,,,
e2a68b89,Findlay Curtis,Scotland,MF,0.1,,,
94b2001f,Danilo,Brazil,DF,4.5,,,
6e33125f,Kevin Danso,Austria,DF,2.7,,,
3eb0f2df,Vladimír Darida,Czechia,MF,0.6,,,
7709e4a6,Nasser Al-Dawsari,Saudi Arabia,MF,2.3,,,
60ee859c,Salem Al-Dawsari,Saudi Arabia,MF,2.7,,,
e46012d4,Kevin De Bruyne,Belgium,MF,4.2,,,
d494882e,Maxim De Cuyper,Belgium,DF,4.9,,,
45c427ff,Luc De Fougerolles,Canada,DF,4.1,,,
8fda5c72,Nicolás De La Cruz,Uruguay,MF,1.0,,,
162efffd,Rodrigo De Paul,Argentina,MF,5.5,,,
bc6e544a,Amar Dedić,Bosnia–Herz,DF,3.0,,,
f7059bb1,Louicius Deedson,Haiti,MF,1.2,,,
b737f944,Hannes Delcroix,Haiti,DF,3.0,,,
b19db005,Ousmane Dembélé,France,MF,6.6,,,
e3cceee6,Merih Demiral,Türkiye,DF,2.0,,,
5976f83e,Sergiño Dest,USA,MF,3.3,,,
0102aa7e,Frans Dhia Putros,Iraq,DF,1.0,,,
8ae7d0ec,Assane Diao,Senegal,MF,0.1,,,
6d0fe035,Habib Diarra,Senegal,MF,1.6,,,
31c69ef1,Rúben Dias,Portugal,DF,4.0,,,
8104e41e,Krépin Diatta,Senegal,DF,4.3,,,
407feb71,Brahim Díaz,Morocco,MF,5.1,,,
1b84dbe1,Lucas Digne,France,DF,5.1,,,
d2e33ba2,Diney,Cabo Verde,DF,4.3,,,
394be156,Ousmane Diomande,Côte d'Ivoire,DF,1.0,,,
a712ca2b,Issa Diop,Morocco,DF,5.3,,,
bd5eb2e5,El Hadji Malick Diouf,Senegal,DF,1.9,,,
d01bbb6f,Ritsu Doan,Japan,MF,3.1,,,
fffea3e5,Jeremy Doku,Belgium,MF,3.4,,,
fdf4cfe5,Merchas Doski,Iraq,DF,3.0,,,
e95b4604,David Douděra,Czechia,MF,1.0,,,
9e7483ff,Désiré Doué,France,MF,4.4,,,
b4ef3fb5,Guéla Doué,Côte d'Ivoire,DF,3.1,,,
6af8fc5b,Deroy Duarte,Cabo Verde,MF,2.9,,,
4af3d3c8,Laros Duarte,Cabo Verde,MF,1.8,,,
0cbc8baa,Jean-Kevin Duverne,Haiti,DF,1.9,,,
130368de,Roshon van Eijma,Curaçao,DF,0.2,,,
9d6968a3,Callan Elliot,New Zealand,DF,0.1,,,
8eeb8ba4,Eren Elmalı,Türkiye,DF,1.2,,,
48035304,Nico Elvedi,Switzerland,DF,6.7,,,
4991ec66,Fidel Escobar,Panama,DF,1.0,,,
d38fdf53,Pervis Estupiñán,Ecuador,MF,1.0,,,
577efaec,Stephen Eustáquio,Canada,MF,4.4,,,
314d95ac,Saeid Ezatolahi,IR Iran,MF,2.9,,,
ae4fc6a4,Eberechi Eze,England,MF,2.3,,,
57fe6b9b,Henrik Falchener,Norway,DF,0.7,,,
e046cff6,Marko Farji,Iraq,MF,0.6,,,
f2369793,Ahmed Fathy,Qatar,MF,1.7,,,
de13286d,Ahmed Fatouh,Egypt,DF,3.0,,,
ef1d36a1,Abbosbek Fayzullayev,Uzbekistan,MF,2.4,,,
8aafd64f,João Félix,Portugal,MF,2.2,,,
ee64a822,Lewis Ferguson,Scotland,MF,3.0,,,
507c7bdf,Bruno Fernandes,Portugal,MF,4.7,,,
5ff4ab71,Enzo Fernández,Argentina,MF,7.3,,,
c705cdc4,Álvaro Fidalgo,Mexico,MF,1.1,,,
5ad49fbb,Sherel Floranus,Curaçao,DF,3.0,,,
5313ed43,Seko Fofana,Côte d'Ivoire,MF,1.0,,,
21932982,Deveron Fonville,Curaçao,DF,2.7,,,
c76b161b,Alan Franco,Ecuador,DF,2.8,,,
754f150b,Alex Freeman,USA,DF,4.2,,,
98d2c2c4,Remo Freuler,Switzerland,MF,6.6,,,
f86ad3f5,Marco Friedl,Austria,DF,0.3,,,
bf7a9d1a,Juriën Gaari,Curaçao,DF,1.8,,,
af9ef8aa,Jassem Gaber,Qatar,MF,1.7,,,
8e97a57b,Matías Galarza,Paraguay,MF,4.3,,,
d0846b6c,Jesús Gallardo,Mexico,DF,4.1,,,
733f1a7d,Ben Gannon-Doak,Scotland,MF,2.1,,,
cd494a8d,Jason Geria,Australia,DF,0.7,,,
5b3cfa12,Ismaël Gharbi,Tunisia,MF,1.4,,,
f7b1d4e0,Saman Ghoddos,IR Iran,MF,2.3,,,
4a078e18,Mohammad Ghorbani,IR Iran,MF,1.0,,,
18c8c3c7,Lee Gi-hyuk,Korea Republic,DF,3.0,,,
d0a0858e,Armin Gigovic,Bosnia–Herz,MF,0.9,,,
916728da,Diego Gómez,Paraguay,MF,3.4,,,
d5ce52a5,Gustavo Gómez,Paraguay,DF,5.3,,,
2374aaca,Nicolás González,Argentina,MF,2.9,,,
2bd83368,Anthony Gordon,England,MF,4.4,,,
cc86b9a3,Leon Goretzka,Germany,MF,1.1,,,
b8e740fb,Ryan Gravenberch,Netherlands,MF,3.8,,,
d0706b27,Marc Guéhi,England,DF,7.4,,,
72c812f3,Idrissa Gueye,Senegal,MF,4.0,,,
7155e3e1,Pape Gueye,Senegal,MF,2.6,,,
82518f62,Bruno Guimarães,Brazil,MF,4.6,,,
3741ca58,Arda Güler,Türkiye,MF,3.0,,,
d56b9520,Malo Gusto,France,DF,1.3,,,
d88f31db,Brian Gutiérrez,Mexico,MF,2.2,,,
56f6d192,Jorge Gutiérrez,Panama,DF,1.0,,,
5ad50391,Joško Gvardiol,Croatia,DF,1.5,,,
0c492054,Aziz Gʻaniyev,Uzbekistan,MF,1.4,,,
85660a5d,Ihsan Haddad,Jordan,DF,2.9,,,
7bc7eef2,Anis Hadj Moussa,Algeria,MF,1.1,,,
576817b7,Jaouen Hadjam,Algeria,DF,1.2,,,
e8213ed3,Amir Hadžiahmetović,Bosnia–Herz,MF,0.1,,,
82cfae2a,Dennis Hadžikadunić,Bosnia–Herz,DF,0.3,,,
d2debf23,Karim Hafez,Egypt,DF,1.9,,,
b060e3b8,Ehsan Hajsafi,IR Iran,DF,1.0,,,
e42d61c7,Achraf Hakimi,Morocco,DF,6.3,,,
e17c2cec,Redouane Halhal,Morocco,DF,2.0,,,
2a5e8f82,Mohamed Amine Ben Hamida,Tunisia,DF,2.2,,,
03f63e77,Odiljon Hamrobekov,Uzbekistan,MF,0.9,,,
071f2dd3,Lee Han-beom,Korea Republic,DF,3.0,,,
e9254eec,Grant Hanley,Scotland,DF,2.0,,,
9bcf1513,Mohamed Hany,Egypt,DF,5.3,,,
1d88554c,Moteb Al-Harbi,Saudi Arabia,DF,2.1,,,
3a9b682b,Saleh Hardani,IR Iran,DF,1.0,,,
3f18600c,Carlos Harvey,Panama,MF,3.0,,,
f8416e89,Akam Hashim,Iraq,DF,3.0,,,
e0979e74,Haissem Hassan,Egypt,MF,1.4,,,
c5065ef8,Abdulaziz Hatem,Qatar,MF,0.5,,,
bde35051,Jorrel Hato,Netherlands,DF,0.4,,,
41bd6c64,Hassan Al-Haydos,Qatar,MF,0.6,,,
4fd08daa,Jan Paul van Hecke,Netherlands,DF,4.3,,,
834fea76,Torbjørn Heggem,Norway,DF,4.9,,,
6d258576,Alaa Al Hejji,Saudi Arabia,MF,0.4,,,
935e6b8f,Jordan Henderson,England,MF,0.1,,,
ffed43e3,Jack Hendry,Scotland,DF,3.0,,,
d4c9725f,Theo Hernández,France,DF,2.9,,,
6f808c85,Lucas Herrington,Australia,DF,2.3,,,
1780bb4a,Aaron Hickey,Scotland,DF,0.8,,,
12806697,Isak Hien,Sweden,DF,2.4,,,
0c7a48f8,Piero Hincapié,Ecuador,DF,3.8,,,
e03c2d97,Tomáš Holeš,Czechia,DF,1.7,,,
95d5aea2,Robin Hranáč,Czechia,DF,3.0,,,
1f2d714c,Ajdin Hrustic,Australia,MF,0.9,,,
c164fda2,Al-Hashmi Al-Hussain,Qatar,MF,0.4,,,
82efe6fa,Roger Ibanez,Brazil,DF,0.5,,,
0b89ad1b,Yasser Ibrahim,Egypt,DF,5.2,,,
92fa5d28,Hwang In-beom,Korea Republic,MF,2.9,,,
62709ee4,Christ Inao Oulaï,Côte d'Ivoire,MF,2.3,,,
6fa3c28e,Zidane Iqbal,Iraq,MF,2.1,,,
4637747c,Jackson Irvine,Australia,MF,2.5,,,
c65effaa,Zaid Ismail,Iraq,MF,1.3,,,
97d545ae,Ko Itakura,Japan,DF,1.4,,,
2eb0ee9a,Jacob Italiano,Australia,DF,1.8,,,
204dded0,Hiroki Ito,Japan,DF,4.0,,,
dbd3a428,Junya Itō,Japan,MF,2.4,,,
a0415710,Ismail Jakobs,Senegal,DF,2.4,,,
1265a93a,Reece James,England,DF,3.5,,,
32d4f1e1,Amer Jamous,Jordan,MF,0.2,,,
a400da8e,Luca Jaquez,Switzerland,DF,0.9,,,
889588db,Ardon Jashari,Switzerland,MF,0.8,,,
1a927a6f,Ali Jasim,Iraq,MF,1.4,,,
59fcbd6d,Danley Jean-Jacques,Haiti,MF,2.9,,,
3a049da1,Eom Ji-sung,Korea Republic,MF,0.5,,,
7c0479b1,Kim Jin-gyu,Korea Republic,MF,0.6,,,
4fb17e20,Alistair Johnston,Canada,DF,5.0,,,
1bacc518,Frenkie de Jong,Netherlands,MF,3.6,,,
0c295d6e,Elijah Just,New Zealand,MF,2.9,,,
2d61d13a,Ozan Kabak,Türkiye,DF,1.0,,,
66c52a77,Ferdi Kadioglu,Türkiye,DF,1.8,,,
cb01ad74,Kaku,Paraguay,MF,0.1,,,
dd211559,Gédéon Kalulu,Congo DR,DF,0.1,,,
15b287da,Daichi Kamada,Japan,MF,3.7,,,
24353c25,Hossein Kanaanizadegan,IR Iran,DF,1.5,,,
74ccf212,Mohamed Kanno,Saudi Arabia,MF,2.5,,,
3f3c941a,Steve Kapuadi,Congo DR,DF,2.0,,,
74cdaeba,Bekhruz Karimov,Uzbekistan,DF,2.0,,,
e0a1f4eb,Jesper Karlström,Sweden,MF,1.5,,,
35bd124a,Nikola Katić,Bosnia–Herz,DF,3.5,,,
f99b71de,Edo Kayembe,Congo DR,MF,1.8,,,
05e19d6a,Franck Kessié,Côte d'Ivoire,MF,3.8,,,
ab47ae1c,Abdullah Al-Khaibari,Saudi Arabia,MF,2.0,,,
0aed29f1,Shoja' Khalilzadeh,IR Iran,DF,3.0,,,
d2dd2ffb,Dostonbek Khamdamov,Uzbekistan,MF,1.1,,,
59e4b92e,Rani Khedira,Tunisia,MF,1.7,,,
7be5ad52,Boualem Khoukhi,Qatar,DF,3.0,,,
d17ce930,Abdukodir Khusanov,Uzbekistan,DF,3.0,,,
49296448,Joshua Kimmich,Germany,DF,3.9,,,
9bf914b4,Orkun Kökçü,Türkiye,MF,1.7,,,
3935e52e,Sead Kolašinac,Bosnia–Herz,DF,3.7,,,
6b2c894b,Ghislain Konan,Côte d'Ivoire,DF,3.0,,,
5ed9b537,Ibrahima Konaté,France,DF,0.7,,,
e0220b70,Ismaël Koné,Canada,MF,1.6,,,
86574238,Manu Koné,France,MF,4.3,,,
0313a347,Ezri Konsa,England,DF,7.2,,,
1f3afdcb,Odilon Kossounou,Côte d'Ivoire,DF,3.0,,,
da974c7b,Kalidou Koulibaly,Senegal,DF,1.8,,,
4d1666ff,Jules Koundé,France,DF,6.7,,,
79c0821a,Mateo Kovačić,Croatia,MF,3.0,,,
5b5c2228,Ladislav Krejčí,Czechia,DF,3.0,,,
16aa3654,Takefusa Kubo,Japan,MF,0.8,,,
277c49ed,Maxence Lacroix,France,DF,2.7,,,
9e39fa2d,Gustaf Lagerbielke,Sweden,DF,4.0,,,
46f7ab4f,Ali Lajami,Saudi Arabia,DF,1.7,,,
107e4890,Sondre Langås,Norway,DF,0.3,,,
119b9a8e,Aymeric Laporte,Spain,DF,8.1,,,
276fdbe4,Richie Laryea,Canada,DF,4.8,,,
8c041c7d,Mohanad Lasheen,Egypt,MF,4.0,,,
20730eae,Rafael Leão,Portugal,MF,1.8,,,
b93b7882,Mathew Leckie,Australia,MF,0.7,,,
9b5ce51a,Jefferson Lerma,Colombia,MF,4.6,,,
302527b2,Philipp Lienhart,Austria,DF,2.0,,,
7b2c24ed,Erik Lira,Mexico,MF,3.8,,,
02c15616,Marcos Llorente,Spain,DF,2.1,,,
d7553721,Giovani Lo Celso,Argentina,MF,0.7,,,
31d68775,Azarías Londoño,Panama,MF,0.6,,,
20700569,Sidny Lopes Cabral,Cabo Verde,DF,3.2,,,
30a09cb5,Derrick Luckassen,Ghana,DF,2.0,,,
80490d7f,Jhon Lucumí,Colombia,DF,5.3,,,
0c61c77c,Dodi Lukebakio,Belgium,MF,1.8,,,
83d074ff,Alexis Mac Allister,Argentina,MF,8.3,,,
b3f8bdef,Deiver Machado,Colombia,DF,1.0,,,
2b1d2ada,Assim Madibo,Qatar,MF,1.5,,,
bf34eebd,Noni Madueke,England,MF,3.2,,,
395451fc,Daizen Maeda,Japan,MF,2.7,,,
67ac5bb8,Gabriel Magalhães,Brazil,DF,5.0,,,
86e34165,Ermin Mahmić,Bosnia–Herz,MF,0.8,,,
081048c2,Hadj Mahmoud,Tunisia,MF,0.5,,,
892d5bb1,Riyad Mahrez,Algeria,MF,2.9,,,
4d0d5020,Alexandro Maidana,Paraguay,DF,0.6,,,
f95ac2b6,Ahmed Maknzi,Iraq,DF,0.4,,,
de57cd45,Arjan Malic,Bosnia–Herz,DF,0.5,,,
1e20b706,Mohamed Manai,Qatar,DF,0.8,,,
fbd6378b,Aïssa Mandi,Algeria,DF,4.0,,,
f1d74479,Juan Manuel Sanabria,Uruguay,DF,2.3,,,
1eedc1ea,Mahmoud Al-Mardi,Jordan,MF,1.4,,,
d5f2f82b,Marquinhos,Brazil,DF,5.0,,,
48a5a5d6,Gabriel Martinelli,Brazil,MF,1.6,,,
bac46a10,Lisandro Martínez,Argentina,DF,6.9,,,
57df7a11,Arthur Masuaku,Congo DR,DF,3.5,,,
feb5d972,Pape Matar Sarr,Senegal,MF,0.7,,,
bf4cbc22,Mauricio,Paraguay,MF,1.9,,,
b74277a0,Noussair Mazraoui,Morocco,DF,5.3,,,
f6272be9,Thalente Mbatha,South Africa,MF,2.9,,,
201b4ee4,Ibrahim Mbaye,Senegal,MF,1.7,,,
e76cb9cc,Chancel Mbemba,Congo DR,DF,4.0,,,
13398d42,Mbekezeli Mbokazi,South Africa,DF,4.0,,,
3fc42049,Callum McCowatt,New Zealand,MF,1.8,,,
90f91999,John McGinn,Scotland,MF,2.9,,,
4e5a4cbc,Scott McKenna,Scotland,DF,1.0,,,
01c3aff5,Weston McKennie,USA,MF,4.9,,,
a5f5d094,Mark McKenzie,USA,DF,1.0,,,
471f16b3,Kenny McLean,Scotland,MF,1.3,,,
d93c2511,Scott McTominay,Scotland,MF,3.0,,,
0a6dbbf7,Brandon Mechele,Belgium,DF,6.3,,,
6f5ec8bb,Facundo Medina,Argentina,DF,3.4,,,
ca22ccb0,Hannibal Mejbri,Tunisia,MF,3.0,,,
918c187c,Amar Memić,Bosnia–Herz,MF,2.5,,,
8738a7a1,Sultan Mendash,Saudi Arabia,MF,0.7,,,
f20e4cc9,Nuno Mendes,Portugal,DF,4.4,,,
9bdd8118,Gideon Mensah,Ghana,DF,4.0,,,
d080ed5e,Mikel Merino,Spain,MF,2.2,,,
73ce4d7d,Connor Metcalfe,Australia,MF,3.5,,,
e162b013,Thomas Meunier,Belgium,DF,2.1,,,
983515f8,Liam Millar,Canada,MF,1.8,,,
e0f8151c,Kim Min-jae,Korea Republic,DF,2.7,,,
9cfd5b00,Alan Minda,Ecuador,MF,0.6,,,
bb1f97f2,Aubrey Modiba,South Africa,DF,3.8,,,
6025fab1,Luka Modrić,Croatia,MF,3.5,,,
25c3fb97,Relebohile Mofokeng,South Africa,MF,1.9,,,
740a0e28,Milad Mohammadi,IR Iran,DF,2.3,,,
7b6b53c3,Mohammad Mohebi,IR Iran,MF,2.7,,,
608f2092,Johan Mojica,Colombia,DF,4.3,,,
00029b1e,Teboho Mokoena,South Africa,MF,3.0,,,
23610943,Nahuel Molina,Argentina,DF,5.9,,,
d384bddd,Jamiro Monteiro,Cabo Verde,MF,3.1,,,
28e957d7,César Montes,Mexico,DF,3.5,,,
374d5158,Gonzalo Montiel,Argentina,DF,2.1,,,
6bce7dd8,Kim Moon-hwan,Korea Republic,MF,0.8,,,
69c9ffe8,Gilberto Mora,Mexico,MF,2.4,,,
12de1b0d,Diego Moreira,Belgium,MF,0.6,,,
f10983ae,Steven Moreira,Cabo Verde,DF,3.3,,,
546d38f9,Tshepang Moremi,South Africa,MF,0.4,,,
1a03d055,Samir El Mourabet,Morocco,MF,0.9,,,
af0c835b,Samuel Moutoussamy,Congo DR,MF,3.7,,,
114cb95b,Akmal Mozgovoy,Uzbekistan,MF,2.4,,,
75388f92,Khuliso Mudau,South Africa,DF,4.0,,,
426dda23,Tarik Muharemovic,Bosnia–Herz,DF,2.9,,,
bb461b8a,Ngal'Ayel Mukau,Congo DR,MF,2.2,,,
1295552e,Mert Müldür,Türkiye,DF,1.1,,,
778ef829,Daniel Muñoz,Colombia,DF,4.4,,,
2c0558b8,Jamal Musiala,Germany,MF,3.0,,,
2ff76adc,Phillipp Mwene,Austria,DF,1.6,,,
9affc5f2,David Møller Wolfe,Norway,DF,4.8,,,
d97af612,Keito Nakamura,Japan,MF,3.4,,,
aaab3072,Abdallah Nasib,Jordan,DF,2.9,,,
19a221f7,Ali Nemati,IR Iran,DF,3.0,,,
7ba2eaa9,Pedro Neto,Portugal,MF,3.9,,,
c2a15a27,João Neves,Portugal,MF,4.3,,,
44bfb6c5,Rúben Neves,Portugal,MF,0.6,,,
eb7abf2e,Nathan Ngoy,Belgium,DF,3.7,,,
00242715,Moussa Niakhaté,Senegal,DF,4.3,,,
091c86e2,Felix Nmecha,Germany,MF,3.0,,,
c3709bd2,Tyrese Noslin,Curaçao,MF,0.2,,,
234a703c,Ernest Nuamah,Ghana,MF,1.0,,,
d6ebf67f,Benjamin Nygren,Sweden,MF,1.4,,,
c7aee75b,Aiden O'Neill,Australia,MF,4.0,,,
91ca4a16,Nico O'Reilly,England,DF,5.1,,,
f494bf5f,Salim Obaid,Jordan,DF,0.2,,,
2ffa6348,Armando Obispo,Curaçao,DF,3.0,,,
60953af0,Braian Ojeda,Paraguay,MF,0.2,,,
3cb58055,Ime Okon,South Africa,DF,4.0,,,
ecd6464a,Paul Okon-Engstler,Australia,MF,2.2,,,
e14e818c,Ben Old,New Zealand,MF,1.0,,,
c4486bac,Michael Olise,France,MF,7.2,,,
41c12f75,Mathías Olivera,Uruguay,DF,3.0,,,
ae44e8e2,Dani Olmo,Spain,MF,5.5,,,
33c1d68d,Ali Olwan,Jordan,MF,3.0,,,
828657ff,Amadou Onana,Belgium,MF,1.2,,,
914bb955,Christopher Opéri,Côte d'Ivoire,DF,1.0,,,
091d6ee5,Jerome Opoku,Ghana,DF,3.0,,,
2990a15c,Joel Ordóñez,Ecuador,DF,2.5,,,
70106ff6,Jonathan Osorio,Canada,MF,0.1,,,
0d267745,Nicolás Otamendi,Argentina,DF,2.7,,,
010e5bae,Ayoub Al-Oui,Qatar,DF,1.7,,,
83299cc0,Azzedine Ounahi,Morocco,MF,4.8,,,
e2781082,Elisha Owusu,Ghana,MF,1.7,,,
15413fa5,Salih Özcan,Türkiye,MF,1.1,,,
ecbe2839,Willian Pacho,Ecuador,DF,4.0,,,
f3bb9f59,Kendry Páez,Ecuador,MF,0.1,,,
e82adcab,Exequiel Palacios,Argentina,DF,1.0,,,
